"","TRANSACTION_DESCRIPTION","TRANSACTION_DATE"
"1076","The Minnesota Lynx released Linnae Harper.","2021-05-21"
"1077","Shatori Walker-Kimbrough signed a Rest-of-Season Hardship Contract with the Connecticut Sun.","2021-05-21"
"1078","The Chicago Sky released Brittany Boyd-Jones.","2021-05-20"
"1079","Layshia Clarendon was waived by the New York Liberty.","2021-05-20"
"1080","Mercedes Russell was set active.","2021-05-19"
"1081","Katie Lou Samuelson is temporarily suspended.","2021-05-19"
"1082","Allisha Gray is temporarily suspended.","2021-05-18"
"1083","Kiah Stokes was set active.","2021-05-18"
"1084","The New York Liberty released Reshanda Gray.","2021-05-18"
"1085","Natasha Mack signed a Rest-of-Season Hardship Contract with the Chicago Sky.","2021-05-18"
"1086","Jasmine Thomas was set active.","2021-05-17"
"1087","Stefanie Dolson is temporarily suspended.","2021-05-17"
"1088","Bernadett Hatar was set active.","2021-05-17"
"1089","The Connecticut Sun released Aleah Goodman.","2021-05-17"
"1090","Chelsey Perry was waived by the Indiana Fever.","2021-05-17"
"1091","Kristine Anigwe was awarded on waivers to the Dallas Wings.","2021-05-15"
"1092","Rebecca Allen was set active.","2021-05-15"
"1093","The New York Liberty released Joyner Holmes.","2021-05-15"
"1094","The Phoenix Mercury exercised their option with Brianna Turner.","2021-05-14"
"1095","Reshanda Gray signed a Rest-of-Season Hardship Contract with the New York Liberty.","2021-05-14"
"1096","Joyner Holmes signed a Rest-of-Season Hardship Contract with the New York Liberty.","2021-05-14"
"1097","Brittany Boyd-Jones signed a Rest-of-Season Hardship Contract with the Chicago Sky.","2021-05-14"
"1098","Sydney Wiese was traded from the Los Angeles Sparks to the Washington Mystics.","2021-05-13"
"1099","Kia Vaughn is temporarily suspended.","2021-05-13"
"1100","Marine Johannès is suspended for the full season.","2021-05-13"
"1101","Julie Allemand is suspended for the full season.","2021-05-13"
"1102","Mercedes Russell is temporarily suspended.","2021-05-13"
"1103","Epiphanny Prince is temporarily suspended.","2021-05-13"
"1104","Napheesa Collier is temporarily suspended.","2021-05-13"
"1105","Maria Vadeeva is temporarily suspended.","2021-05-13"
"1106","Awak Kuier is temporarily suspended.","2021-05-13"
"1107","Shyla Heal is temporarily suspended.","2021-05-13"
"1108","Bernadett Hatar is temporarily suspended.","2021-05-13"
"1109","Seimone Augustus voluntarily retired.","2021-05-13"
"1110","Cierra Burdick signed a Rest-of-Season Hardship Contract with the Phoenix Mercury.","2021-05-13"
"1111","Linnae Harper signed a Rest-of-Season Hardship Contract with the Minnesota Lynx.","2021-05-13"
"1112","Aleah Goodman signed a Rest-of-Season Hardship Contract with the Connecticut Sun.","2021-05-13"
"1113","Shatori Walker-Kimbrough was waived by the Atlanta Dream.","2021-05-13"
"1114","Jasmine Bailey was waived by the New York Liberty.","2021-05-13"
"1115","Asia Taylor was waived by the New York Liberty.","2021-05-13"
"1116","Mikayla Cowling was waived by the Atlanta Dream.","2021-05-13"
"1117","Selena Lott was waived by the Minnesota Lynx.","2021-05-13"
"1118","Mikayla Pivec was waived by the Minnesota Lynx.","2021-05-13"
"1119","Sug Sutton was waived by the Washington Mystics.","2021-05-13"
"1120","Kitija Laksa was waived by the Seattle Storm.","2021-05-13"
"1121","Haley Gorecki was waived by the Seattle Storm.","2021-05-13"
"1122","N'dea Jones was waived by the Seattle Storm.","2021-05-13"
"1123","Kristine Anigwe was waived by the Los Angeles Sparks.","2021-05-13"
"1124","Lexie Brown was waived by the Chicago Sky.","2021-05-13"
"1125","Alexis Prince was waived by the Chicago Sky.","2021-05-13"
"1126","Kobi Thornton was waived by the Chicago Sky.","2021-05-13"
"1127","Natasha Mack was waived by the Chicago Sky.","2021-05-13"
"1128","Myisha Hines-Allen is temporarily suspended.","2021-05-12"
"1129","Asia (AD) Durr  is out for the 2021 season due to a Personal Decision.","2021-05-12"
"1130","Jasmine Thomas is temporarily suspended.","2021-05-12"
"1131","Rebecca Allen is temporarily suspended.","2021-05-12"
"1132","Kiah Stokes is temporarily suspended.","2021-05-12"
"1133","Natasha Howard is temporarily suspended.","2021-05-12"
"1134","Megan Gustafson was waived by the Dallas Wings.","2021-05-12"
"1135","Unique Thompson was waived by the Indiana Fever.","2021-05-12"
"1136","Kathleen Doyle was waived by the Indiana Fever.","2021-05-12"
"1137","Kamiah Smalls was waived by the Connecticut Sun.","2021-05-12"
"1138","Joyner Holmes was waived by the New York Liberty.","2021-05-12"
"1139","Brittany Boyd-Jones was waived by the Chicago Sky.","2021-05-12"
"1140","Sara Blicavs was waived by the Phoenix Mercury.","2021-05-12"
"1141","Ciera Johnson was waived by the Phoenix Mercury.","2021-05-12"
"1142","Tiana Mangakahia was waived by the Phoenix Mercury.","2021-05-12"
"1143","Brianna Fraser was waived by the Connecticut Sun.","2021-05-11"
"1144","Aleah Goodman was waived by the Connecticut Sun.","2021-05-11"
"1145","G'mrice Davis was waived by the Washington Mystics.","2021-05-11"
"1146","Linnae Harper was waived by the Minnesota Lynx.","2021-05-11"
"1147","Valerie Higgins was waived by the New York Liberty.","2021-05-11"
"1148","Shakayla Thomas was waived by the Las Vegas Aces.","2021-05-11"
"1149","Lauren Manis was waived by the Las Vegas Aces.","2021-05-11"
"1150","Tamera Young was waived by the Seattle Storm.","2021-05-11"
"1151","Natalie Kucowski was waived by the Seattle Storm.","2021-05-11"
"1152","Satou Sabally is temporarily suspended.","2021-05-10"
"1153","Sierra Campisano was waived by the Chicago Sky.","2021-05-10"
"1154","Jessica January was waived by the Chicago Sky.","2021-05-10"
"1155","Sparkle Taylor was waived by the Chicago Sky.","2021-05-10"
"1156","Aislinn Konig was waived by the Washington Mystics.","2021-05-10"
"1157","Pre Stanley was waived by the Washington Mystics.","2021-05-10"
"1158","Asheika Alexander was waived by the Minnesota Lynx.","2021-05-10"
"1159","Mikayla Vaughn was waived by the Minnesota Lynx.","2021-05-10"
"1160","Destinee Walker was waived by the Dallas Wings.","2021-05-10"
"1161","Cierra Burdick was waived by the Phoenix Mercury.","2021-05-10"
"1162","Brittany Brown was waived by the Seattle Storm.","2021-05-10"
"1163","Peyton Williams was waived by the Seattle Storm.","2021-05-10"
"1164","Gabby Williams was traded from the Chicago Sky to the Los Angeles Sparks.","2021-05-09"
"1165","The exclusive negotiating rights of Leonie Fiebich were traded from the Los Angeles Sparks to the Chicago Sky.","2021-05-09"
"1166","Stephanie Watts was traded from the Los Angeles Sparks to the Chicago Sky.","2021-05-09"
"1167","Gabby Williams is suspended for the full season.","2021-05-09"
"1168","Gabby Williams signed a Contract Extension with the Los Angeles Sparks.","2021-05-09"
"1169","Petra Holesinska was waived by the Chicago Sky.","2021-05-09"
"1170","Akela Maize was waived by the Phoenix Mercury.","2021-05-09"
"1171","Avery Warley-Talbert was waived by the Phoenix Mercury.","2021-05-09"
"1172","Marta Xargay was waived by the Phoenix Mercury.","2021-05-09"
"1173","Dee Givens was waived by the Dallas Wings.","2021-05-09"
"1174","Kaela Davis was waived by the Atlanta Dream.","2021-05-09"
"1175","Lindsey Pulliam was waived by the Atlanta Dream.","2021-05-09"
"1176","Morgan Bertsch was waived by the Connecticut Sun.","2021-05-09"
"1177","Feyonda Fitzgerald was waived by the Connecticut Sun.","2021-05-09"
"1178","Micaela Kelly was waived by the Connecticut Sun.","2021-05-09"
"1179","Janelle Bailey was waived by the New York Liberty.","2021-05-07"
"1180","Arella Guirantes signed a Rookie Scale Contract with the Los Angeles Sparks.","2021-05-06"
"1181","Japreece Dean was waived by the Minnesota Lynx.","2021-05-06"
"1182","Yvonne Turner was waived by the Atlanta Dream.","2021-05-05"
"1183","Klara Lundquist  is out for the 2021 season due to a Personal Decision.","2021-05-03"
"1184","Blanca Millan was waived by the Washington Mystics.","2021-05-03"
"1185","Tyra Whitehead was waived by the Washington Mystics.","2021-05-02"
"1186","Tanaya Atkinson was waived by the Connecticut Sun.","2021-05-02"
"1187","Trinity Baptiste was waived by the Indiana Fever.","2021-05-02"
"1188","Maya Caldwell was waived by the Indiana Fever.","2021-05-02"
"1189","Klara Lundquist signed a Training Camp Contract with the Washington Mystics.","2021-04-30"
"1190","Amy Okonkwo was waived by the Dallas Wings.","2021-04-30"
"1191","Tori Jarosz was waived by the Dallas Wings.","2021-04-30"
"1192","Alex Wittinger was waived by the Minnesota Lynx.","2021-04-29"
"1193","Julie Allemand is temporarily suspended.","2021-04-28"
"1194","Florencia Chagas  is out for the 2021 season due to a Personal Decision.","2021-04-28"
"1195","Florencia Chagas signed a Rookie Scale Contract with the Indiana Fever.","2021-04-28"
"1196","Kai James was waived by the Connecticut Sun.","2021-04-28"
"1197","Teana Muldrow was waived by the Connecticut Sun.","2021-04-28"
"1198","Vionise Pierre-Louis was waived by the Connecticut Sun.","2021-04-28"
"1199","Sydney Wallace was waived by the Connecticut Sun.","2021-04-28"
"1200","Kate Cain was waived by the Las Vegas Aces.","2021-04-28"
"1201","Rebecca Allen signed a Contract with the New York Liberty.","2021-04-26"
"1202","Chanelle Molina was waived by the Indiana Fever.","2021-04-26"
"1203","Kionna Jeter was waived by the Las Vegas Aces.","2021-04-26"
"1204","The Seattle Storm exercised their option with Ezi Magbegor.","2021-04-25"
"1205","Ciera Johnson signed a Rookie Scale Contract with the Phoenix Mercury.","2021-04-25"
"1206","Janelle Bailey signed a Training Camp Contract with the New York Liberty.","2021-04-24"
"1207","Kysre Gondrezick signed a Rookie Scale Contract with the Indiana Fever.","2021-04-22"
"1208","Jasmine Bailey signed a Training Camp Contract with the New York Liberty.","2021-04-21"
"1209","N'dea Jones signed a Rookie Scale Contract with the Seattle Storm.","2021-04-21"
"1210","Alysha Clark  is out for the 2021 season due to a Non-WNBA Injury.","2021-04-20"
"1211","Brittany Brown signed a Training Camp Contract with the Seattle Storm.","2021-04-20"
"1212","Peyton Williams signed a Training Camp Contract with the Seattle Storm.","2021-04-20"
"1213","Jasmine Walker signed a Rookie Scale Contract with the Los Angeles Sparks.","2021-04-20"
"1214","DiDi Richards signed a Rookie Scale Contract with the New York Liberty.","2021-04-19"
"1215","Valerie Higgins signed a Rookie Scale Contract with the New York Liberty.","2021-04-19"
"1216","Michaela Onyenwere signed a Rookie Scale Contract with the New York Liberty.","2021-04-19"
"1217","Unique Thompson signed a Rookie Scale Contract with the Indiana Fever.","2021-04-19"
"1218","Maya Caldwell signed a Rookie Scale Contract with the Indiana Fever.","2021-04-19"
"1219","Rennia Davis signed a Rookie Scale Contract with the Minnesota Lynx.","2021-04-19"
"1220","Aaliyah Wilson signed a Rookie Scale Contract with the Indiana Fever.","2021-04-19"
"1221","Stephanie Watts signed a Rookie Scale Contract with the Los Angeles Sparks.","2021-04-19"
"1222","Lexie Brown signed a Training Camp Contract with the Chicago Sky.","2021-04-19"
"1223","Tori Jarosz signed a Training Camp Contract with the Dallas Wings.","2021-04-18"
"1224","Destinee Walker signed a Training Camp Contract with the Dallas Wings.","2021-04-18"
"1225","Dee Givens signed a Training Camp Contract with the Dallas Wings.","2021-04-18"
"1226","Awak Kuier signed a Rookie Scale Contract with the Dallas Wings.","2021-04-18"
"1227","Brianna Fraser signed a Training Camp Contract with the Connecticut Sun.","2021-04-18"
"1228","Charli Collier signed a Rookie Scale Contract with the Dallas Wings.","2021-04-18"
"1229","Blanca Millan signed a Training Camp Contract with the Washington Mystics.","2021-04-18"
"1230","Aari McDonald signed a Rookie Scale Contract with the Atlanta Dream.","2021-04-18"
"1231","Amy Okonkwo signed a Training Camp Contract with the Dallas Wings.","2021-04-18"
"1232","Kionna Jeter signed a Rookie Scale Contract with the Las Vegas Aces.","2021-04-18"
"1233","Shakayla Thomas signed a Training Camp Contract with the Las Vegas Aces.","2021-04-18"
"1234","Trinity Baptiste signed a Rookie Scale Contract with the Indiana Fever.","2021-04-18"
"1235","Tierra Ruffin-Pratt was waived by the Los Angeles Sparks.","2021-04-18"
"1236","Crystal Bradford signed a Training Camp Contract with the Atlanta Dream.","2021-04-17"
"1237","Mikayla Cowling signed a Training Camp Contract with the Atlanta Dream.","2021-04-17"
"1238","Sparkle Taylor signed a Training Camp Contract with the Chicago Sky.","2021-04-17"
"1239","Sierra Campisano signed a Training Camp Contract with the Chicago Sky.","2021-04-17"
"1240","Natasha Mack signed a Rookie Scale Contract with the Chicago Sky.","2021-04-17"
"1241","Shyla Heal signed a Rookie Scale Contract with the Chicago Sky.","2021-04-17"
"1242","Petra Holesinska signed a Training Camp Contract with the Chicago Sky.","2021-04-17"
"1243","Kai James signed a Training Camp Contract with the Connecticut Sun.","2021-04-17"
"1244","Vionise Pierre-Louis signed a Training Camp Contract with the Connecticut Sun.","2021-04-17"
"1245","Feyonda Fitzgerald signed a Training Camp Contract with the Connecticut Sun.","2021-04-17"
"1246","DiJonai Carrington signed a Rookie Scale Contract with the Connecticut Sun.","2021-04-17"
"1247","Aleah Goodman signed a Rookie Scale Contract with the Connecticut Sun.","2021-04-17"
"1248","Micaela Kelly signed a Rookie Scale Contract with the Connecticut Sun.","2021-04-17"
"1249","Kiana Williams signed a Rookie Scale Contract with the Seattle Storm.","2021-04-17"
"1250","Natalie Kucowski signed a Rookie Scale Contract with the Seattle Storm.","2021-04-17"
"1251","Kobi Thornton signed a Training Camp Contract with the Chicago Sky.","2021-04-17"
"1252","Pre Stanley signed a Training Camp Contract with the Washington Mystics.","2021-04-17"
"1253","Kate Cain signed a Training Camp Contract with the Las Vegas Aces.","2021-04-17"
"1254","Lauren Manis signed a Training Camp Contract with the Las Vegas Aces.","2021-04-17"
"1255","Destiny Slocum signed a Rookie Scale Contract with the Las Vegas Aces.","2021-04-17"
"1256","Lindsey Pulliam signed a Rookie Scale Contract with the Atlanta Dream.","2021-04-17"
"1257","Tyra Whitehead signed a Training Camp Contract with the Washington Mystics.","2021-04-17"
"1258","Chelsey Perry signed a Rookie Scale Contract with the Indiana Fever.","2021-04-17"
"1259","Lexie Brown was waived by the Minnesota Lynx.","2021-04-17"
"1260","Teana Muldrow signed a Training Camp Contract with the Connecticut Sun.","2021-04-16"
"1261","Chelsea Dungee signed a Rookie Scale Contract with the Dallas Wings.","2021-04-16"
"1262","Dana Evans signed a Rookie Scale Contract with the Dallas Wings.","2021-04-16"
"1263","G'mrice Davis signed a Training Camp Contract with the Washington Mystics.","2021-04-16"
"1264","Avery Warley-Talbert signed a Training Camp Contract with the Phoenix Mercury.","2021-04-16"
"1265","Tiana Mangakahia signed a Training Camp Contract with the Phoenix Mercury.","2021-04-16"
"1266","Akela Maize signed a Training Camp Contract with the Phoenix Mercury.","2021-04-16"
"1267","Japreece Dean signed a Training Camp Contract with the Minnesota Lynx.","2021-04-16"
"1268","Selena Lott signed a Training Camp Contract with the Minnesota Lynx.","2021-04-16"
"1269","Mikayla Vaughn signed a Training Camp Contract with the Minnesota Lynx.","2021-04-16"
"1270","Alex Wittinger signed a Training Camp Contract with the Minnesota Lynx.","2021-04-16"
"1271","Cierra Burdick signed a Training Camp Contract with the Phoenix Mercury.","2021-04-16"
"1272","The exclusive negotiating rights of Aaliyah Wilson were traded from the Seattle Storm to the Indiana Fever.","2021-04-15"
"1273","Kennedy Burke was traded from the Indiana Fever to the Seattle Storm.","2021-04-15"
"1274","Charli Collier was drafted by the Dallas Wings.","2021-04-15"
"1275","Awak Kuier was drafted by the Dallas Wings.","2021-04-15"
"1276","Aari McDonald was drafted by the Atlanta Dream.","2021-04-15"
"1277","Kysre Gondrezick was drafted by the Indiana Fever.","2021-04-15"
"1278","Chelsea Dungee was drafted by the Dallas Wings.","2021-04-15"
"1279","Michaela Onyenwere was drafted by the New York Liberty.","2021-04-15"
"1280","Jasmine Walker was drafted by the Los Angeles Sparks.","2021-04-15"
"1281","Shyla Heal was drafted by the Chicago Sky.","2021-04-15"
"1282","Rennia Davis was drafted by the Minnesota Lynx.","2021-04-15"
"1283","Stephanie Watts was drafted by the Los Angeles Sparks.","2021-04-15"
"1284","Aaliyah Wilson was drafted by the Seattle Storm.","2021-04-15"
"1285","Iliana Rupert was drafted by the Las Vegas Aces.","2021-04-15"
"1286","Dana Evans was drafted by the Dallas Wings.","2021-04-15"
"1287","Destiny Slocum was drafted by the Las Vegas Aces.","2021-04-15"
"1288","Raquel Carrera was drafted by the Atlanta Dream.","2021-04-15"
"1289","Natasha Mack was drafted by the Chicago Sky.","2021-04-15"
"1290","DiDi Richards was drafted by the New York Liberty.","2021-04-15"
"1291","Kiana Williams was drafted by the Seattle Storm.","2021-04-15"
"1292","Unique Thompson was drafted by the Indiana Fever.","2021-04-15"
"1293","DiJonai Carrington was drafted by the Connecticut Sun.","2021-04-15"
"1294","Micaela Kelly was drafted by the Connecticut Sun.","2021-04-15"
"1295","Arella Guirantes was drafted by the Los Angeles Sparks.","2021-04-15"
"1296","N'dea Jones was drafted by the Seattle Storm.","2021-04-15"
"1297","Trinity Baptiste was drafted by the Indiana Fever.","2021-04-15"
"1298","Valerie Higgins was drafted by the New York Liberty.","2021-04-15"
"1299","Chelsey Perry was drafted by the Indiana Fever.","2021-04-15"
"1300","Lindsey Pulliam was drafted by the Atlanta Dream.","2021-04-15"
"1301","Ivana Raca was drafted by the Los Angeles Sparks.","2021-04-15"
"1302","Marine Fauthoux was drafted by the New York Liberty.","2021-04-15"
"1303","Aleah Goodman was drafted by the Connecticut Sun.","2021-04-15"
"1304","Florencia Chagas was drafted by the Indiana Fever.","2021-04-15"
"1305","Ciera Johnson was drafted by the Phoenix Mercury.","2021-04-15"
"1306","Maya Caldwell was drafted by the Indiana Fever.","2021-04-15"
"1307","Aina Ayuso was drafted by the Los Angeles Sparks.","2021-04-15"
"1308","Natalie Kucowski was drafted by the Seattle Storm.","2021-04-15"
"1309","Kionna Jeter was drafted by the Las Vegas Aces.","2021-04-15"
"1310","Xu Han  is out for the 2021 season due to a Personal Decision.","2021-04-15"
"1311","Asheika Alexander signed a Training Camp Contract with the Minnesota Lynx.","2021-04-15"
"1312","Asia Taylor signed a Training Camp Contract with the New York Liberty.","2021-04-14"
"1313","Alexis Prince signed a Training Camp Contract with the Chicago Sky.","2021-04-13"
"1314","Jessica January signed a Training Camp Contract with the Chicago Sky.","2021-04-13"
"1315","Tanaya Atkinson signed a Training Camp Contract with the Connecticut Sun.","2021-04-09"
"1316","Jillian Alleyne signed a Training Camp Contract with the Washington Mystics.","2021-04-02"
"1317","Mikayla Pivec signed a Training Camp Contract with the Minnesota Lynx.","2021-04-02"
"1318","Luisa Geiselsoder  is out for the 2021 season due to a Non-WNBA Injury.","2021-03-31"
"1319","Shavonte Zellous signed a Training Camp Contract with the Washington Mystics.","2021-03-31"
"1320","Stephanie Jones signed a Training Camp Contract with the Connecticut Sun.","2021-03-28"
"1321","Marta Xargay signed a Training Camp Contract with the Phoenix Mercury.","2021-03-25"
"1322","Sara Blicavs signed a Training Camp Contract with the Phoenix Mercury.","2021-03-22"
"1323","Jacki Gemelos voluntarily retired.","2021-03-18"
"1324","Aislinn Konig signed a Training Camp Contract with the Washington Mystics.","2021-03-16"
"1325","Kelsey Mitchell signed a Contract Extension with the Indiana Fever.","2021-03-16"
"1326","Marie Gülich was waived by the Los Angeles Sparks.","2021-03-16"
"1327","Morgan Tuck voluntarily retired.","2021-03-15"
"1328","Luisa Geiselsoder signed a Rookie Scale Contract with the Dallas Wings.","2021-03-12"
"1329","Liz Cambage signed a Core Contract with the Las Vegas Aces.","2021-03-12"
"1330","Natasha Cloud signed a Contract with the Washington Mystics.","2021-03-10"
"1331","LaToya Sanders voluntarily retired.","2021-03-09"
"1332","Theresa Plaisance signed a Training Camp Contract with the Washington Mystics.","2021-03-08"
"1333","Astou Ndour-Fall signed a Training Camp Contract with the Chicago Sky.","2021-03-08"
"1334","Stephanie Mavunga was waived by the Chicago Sky.","2021-03-07"
"1335","Bernadett Hatar signed a Training Camp Contract with the Indiana Fever.","2021-03-06"
"1336","Nia Coffey signed a Training Camp Contract with the Los Angeles Sparks.","2021-03-04"
"1337","Nneka Ogwumike signed a Core Contract with the Los Angeles Sparks.","2021-03-02"
"1338","Odyssey Sims signed a Contract with the Atlanta Dream.","2021-03-01"
"1339","Sue Bird signed a Contract with the Seattle Storm.","2021-03-01"
"1340","Ariel Atkins signed a Contract Extension with the Washington Mystics.","2021-02-26"
"1341","Chiney Ogwumike signed a Contract with the Los Angeles Sparks.","2021-02-25"
"1342","Astou Ndour-Fall signed a Contract Amendment - Divorce with the Dallas Wings.","2021-02-25"
"1343","Astou Ndour-Fall was waived by the Dallas Wings.","2021-02-25"
"1344","Maite Cazorla is suspended for the full season.","2021-02-23"
"1345","Haley Gorecki signed a Training Camp Contract with the Seattle Storm.","2021-02-23"
"1346","Shatori Walker-Kimbrough signed a Contract with the Atlanta Dream.","2021-02-22"
"1347","Seimone Augustus signed a Training Camp Contract with the Los Angeles Sparks.","2021-02-22"
"1348","Kaela Davis signed a Training Camp Contract with the Atlanta Dream.","2021-02-21"
"1349","Brittany Brewer was waived by the Atlanta Dream.","2021-02-21"
"1350","Mikayla Pivec was waived by the Atlanta Dream.","2021-02-21"
"1351","Bria Holmes signed a Training Camp Contract with the Los Angeles Sparks.","2021-02-19"
"1352","Azura Stevens signed a Contract Extension with the Chicago Sky.","2021-02-17"
"1353","Jessica Breland signed a Contract with the Indiana Fever.","2021-02-16"
"1354","Lindsay Allen was traded from the Las Vegas Aces to the Indiana Fever.","2021-02-15"
"1355","The exclusive negotiating rights of Temi Fagbenle were traded from the Minnesota Lynx to the Indiana Fever.","2021-02-15"
"1356","Odyssey Sims was traded from the Minnesota Lynx to the Indiana Fever.","2021-02-15"
"1357","Yvonne Turner signed a Training Camp Contract with the Atlanta Dream.","2021-02-15"
"1358","Morgan Bertsch signed a Training Camp Contract with the Connecticut Sun.","2021-02-15"
"1359","Aerial Powers signed a Contract with the Minnesota Lynx.","2021-02-15"
"1360","Odyssey Sims was waived by the Indiana Fever.","2021-02-15"
"1361","The exclusive negotiating rights of Yvonne Turner were traded from the Phoenix Mercury to the Atlanta Dream.","2021-02-13"
"1362","Linnae Harper signed a Training Camp Contract with the Minnesota Lynx.","2021-02-13"
"1363","Kristi Toliver was set active.","2021-02-12"
"1364","Maria Vadeeva was set active.","2021-02-12"
"1365","Tiffany Hayes was set active.","2021-02-12"
"1366","Maite Cazorla was set active.","2021-02-12"
"1367","Mikayla Pivec was set active.","2021-02-12"
"1368","Jonquel Jones was set active.","2021-02-12"
"1369","JiSu Park was set active.","2021-02-12"
"1370","Jessica Shepard was set active.","2021-02-12"
"1371","Marine Johannès was set active.","2021-02-12"
"1372","Xu Han was set active.","2021-02-12"
"1373","Kitija Laksa was set active.","2021-02-12"
"1374","Brittney Griner was set active.","2021-02-12"
"1375","Tamera Young signed a Training Camp Contract with the Seattle Storm.","2021-02-11"
"1376","Stephanie Talbot signed a Training Camp Contract with the Seattle Storm.","2021-02-11"
"1377","Riquna Williams signed a Contract with the Las Vegas Aces.","2021-02-11"
"1378","Amanda Zahui B signed a Contract with the Los Angeles Sparks.","2021-02-11"
"1379","Sami Whitcomb was traded from the Seattle Storm to the New York Liberty.","2021-02-10"
"1380","Natasha Howard was traded from the Seattle Storm to the New York Liberty.","2021-02-10"
"1381","Megan Walker was traded from the New York Liberty to the Phoenix Mercury.","2021-02-10"
"1382","Kia Nurse was traded from the New York Liberty to the Phoenix Mercury.","2021-02-10"
"1383","The exclusive negotiating rights of Stephanie Talbot were traded from the New York Liberty to the Seattle Storm.","2021-02-10"
"1384","Katie Lou Samuelson was traded from the Dallas Wings to the Seattle Storm.","2021-02-10"
"1385","Mikiah Herbert Harrigan was traded from the Minnesota Lynx to the Seattle Storm.","2021-02-10"
"1386","Sami Whitcomb signed a Contract with the Seattle Storm.","2021-02-10"
"1387","Nia Coffey was waived by the Phoenix Mercury.","2021-02-10"
"1388","Renee Montgomery voluntarily retired.","2021-02-09"
"1389","Natasha Howard signed a Core Contract with the Seattle Storm.","2021-02-09"
"1390","Crystal Langhorne voluntarily retired.","2021-02-08"
"1391","Chanelle Molina signed a Training Camp Contract with the Indiana Fever.","2021-02-08"
"1392","Brittney Sykes signed a Contract with the Los Angeles Sparks.","2021-02-08"
"1393","Candice Dupree signed a Contract with the Seattle Storm.","2021-02-08"
"1394","Brittany Boyd-Jones signed a Training Camp Contract with the Chicago Sky.","2021-02-08"
"1395","Sydney Wallace signed a Training Camp Contract with the Connecticut Sun.","2021-02-06"
"1396","Kayla Thornton signed a Contract Extension with the Dallas Wings.","2021-02-06"
"1397","Erica McCall was traded from the Minnesota Lynx to the Washington Mystics.","2021-02-05"
"1398","The Atlanta Dream renounced their rights to Kobi Thornton.","2021-02-05"
"1399","Brionna Jones signed a Contract with the Connecticut Sun.","2021-02-05"
"1400","Tina Charles signed a Contract with the Washington Mystics.","2021-02-05"
"1401","Kia Vaughn signed a Contract with the Phoenix Mercury.","2021-02-05"
"1402","Erica McCall signed a Contract with the Minnesota Lynx.","2021-02-05"
"1403","Jasmine Thomas signed a Contract with the Connecticut Sun.","2021-02-04"
"1404","Tianna Hawkins signed a Contract with the Atlanta Dream.","2021-02-04"
"1405","Alyssa Thomas signed a Contract with the Connecticut Sun.","2021-02-02"
"1406","LaToya Sanders signed a Contract with the Washington Mystics.","2021-02-02"
"1407","Joyner Holmes signed a Training Camp Contract with the New York Liberty.","2021-02-02"
"1408","Betnijah Laney signed a Contract with the New York Liberty.","2021-02-02"
"1409","Erica Wheeler signed a Contract with the Los Angeles Sparks.","2021-02-02"
"1410","Chelsea Gray signed a Contract with the Las Vegas Aces.","2021-02-02"
"1411","Danielle Robinson signed a Contract with the Indiana Fever.","2021-02-02"
"1412","Jantel Lavender signed a Contract with the Indiana Fever.","2021-02-01"
"1413","Allisha Gray signed a Contract with the Dallas Wings.","2021-02-01"
"1414","Cheyenne Parker signed a Contract with the Atlanta Dream.","2021-02-01"
"1415","Alysha Clark signed a Contract with the Washington Mystics.","2021-02-01"
"1416","Diana Taurasi signed a Contract with the Phoenix Mercury.","2021-02-01"
"1417","Kamiah Smalls signed a Training Camp Contract with the Connecticut Sun.","2021-02-01"
"1418","Epiphanny Prince signed a Contract with the Seattle Storm.","2021-02-01"
"1419","Dearica Hamby signed a Contract Extension with the Las Vegas Aces.","2021-02-01"
"1420","Dearica Hamby signed a Contract Amendment - Time-Off Bonus with the Las Vegas Aces.","2021-02-01"
"1421","Candace Parker signed a Contract with the Chicago Sky.","2021-02-01"
"1422","Kayla McBride signed a Contract with the Minnesota Lynx.","2021-02-01"
"1423","Natalie Achonwa signed a Contract with the Minnesota Lynx.","2021-02-01"
"1424","Nia Coffey signed a Contract with the Phoenix Mercury.","2021-01-23"
"1425","The Chicago Sky extended a Reserved qualifying offer to Alexis Prince.","2021-01-14"
"1426","The Seattle Storm extended a Core qualifying offer to Natasha Howard.","2021-01-14"
"1427","The Los Angeles Sparks extended a Core qualifying offer to Nneka Ogwumike.","2021-01-14"
"1428","The Las Vegas Aces extended a Reserved qualifying offer to Emma Cannon.","2021-01-13"
"1429","The Las Vegas Aces extended a Reserved qualifying offer to Lindsay Allen.","2021-01-13"
"1430","The Minnesota Lynx extended a Restricted qualifying offer to Erica McCall.","2021-01-13"
"1431","The Las Vegas Aces extended a Core qualifying offer to Liz Cambage.","2021-01-13"
"1432","Lindsay Allen signed a Training Camp Contract with the Las Vegas Aces.","2021-01-13"
"1433","Emma Cannon signed a Training Camp Contract with the Las Vegas Aces.","2021-01-13"
"1434","Shey Peddy signed a Training Camp Contract with the Phoenix Mercury.","2021-01-12"
"1435","Te'a Cooper signed a Training Camp Contract with the Los Angeles Sparks.","2021-01-11"
"1436","Beatrice Mompremier signed a Training Camp Contract with the Connecticut Sun.","2021-01-10"
"1437","Maria Conde is suspended for the full season.","2021-01-09"
"1438","Bridget Carleton signed a Training Camp Contract with the Minnesota Lynx.","2021-01-08"
